REMINDER,AD-Citibk,Mini Statement for Card ************6617.Total Due Rs.575543.83.Minimum due Rs.28777.19.Payment due 01-NOV-17. Refer to your statement for more details. Enjoy convenience of accessing your card account anytime on Citi Mobile App. Click http://citi.asia/1T7sR3P to download.,,,,,,,,,,,,,,,,,,
REMINDER,TM-CITIBK,Mini Statement for Card ************6617.Total Due Rs.661187.63.Minimum due Rs.33059.38.Payment due 01-FEB-18. Refer to your statement for more details. Enjoy convenience of accessing your card account anytime on Citi Mobile App. Click http://citi.asia/1T7sR3P to download.,,,,,,,,,,,,,,,,,,
REMINDER,AD-Citibk,Mini Statement for Card ************6617.Total Due Rs.71456.70.Minimum due Rs.3572.84.Payment due 02-AUG-17. Refer to your statement for more details. Enjoy convenience of accessing your card account anytime on Citi Mobile App. Click http://citi.asia/1T7sR3P to download.,,,,,,,,,,,,,,,,,,
REMINDER,AD-ICICIB,"Missed You: Dear Customer, we attempted delivery of your Cheque Book for Account XX0772 via CONNECT INDIA COURIER, AWB ICBLR0447595 on 24-FEB-18. For details, please call our Customer Care.",,,,,,,,,,,,,,,,,,
REMINDER,AX-ICICIB,"Missed You: Dear Customer, we attempted delivery of your Cheque Book for Account XX0772 via CONNECT INDIA COURIER, AWB ICBLR0447595 on 27-FEB-18. For details, please call our Customer Care.",,,,,,,,,,,,,,,,,,
REMINDER,AM-CBSSBI,"Multi Option Deposit (FD) of Rs 51,000.00 created on 01/05/17 by Auto Sweep out of your SB A/c XXXXX108316. Avl SB Bal Rs 5,314.78",,,,,,,,,,,,,,,,,,
REMINDER,AXLICHFL,Nach Mandate for Loan Account Number 510800002736 has been approved by Bank,,,,,,,,,,,,,,,,,,
BANKING,AD-ICICIB,NEFT Transaction with reference number 1156815578 for Rs.27720.00 has been credited to the beneficiary account on 28-02-2017 at 05:12:52,,,,,,,,,,,,,,,,,,
BANKING,AD-ICICIB,NEFT Transaction with reference number 1156818771 for Rs.27720.00 has been credited to the beneficiary account on 28-02-2017 at 05:11:56,,,,,,,,,,,,,,,,,,
BANKING,AD-ICICIB,NEFT Transaction with reference number 1205027027 for Rs.27720.00 has been credited to the beneficiary account on 06-05-2017 at 08:14:14,,,,,,,,,,,,,,,,,,
BANKING,AM-ICICIB,NEFT Transaction with reference number 1225265402 for Rs.7500.00 has been credited to the beneficiary account on 06-06-2017 at 10:02:00,,,,,,,,,,,,,,,,,,
BANKING,AD-ICICIB,NEFT Transaction with reference number 1284997924 for Rs.27720.00 has been credited to the beneficiary account on 04-09-2017 at 08:16:21,,,,,,,,,,,,,,,,,,
BANKING,AD-ICICIB,NEFT Transaction with reference number 1305019297 for Rs.27710.00 has been credited to the beneficiary account on 04-10-2017 at 12:14:55,,,,,,,,,,,,,,,,,,
BANKING,AD-ICICIB,NEFT Transaction with reference number 1327183709 for Rs.27720.00 has been credited to the beneficiary account on 06-11-2017 at 08:16:18,,,,,,,,,,,,,,,,,,
BANKING,AD-ICICIB,NEFT Transaction with reference number 1346195472 for Rs.27720.00 has been credited to the beneficiary account on 04-12-2017 at 05:41:10,,,,,,,,,,,,,,,,,,
BANKING,AM-ICICIB,NEFT Transaction with reference number 1387394491 for Rs.28392.00 has been credited to the beneficiary account on 05-02-2018 at 04:46:47,,,,,,,,,,,,,,,,,,
BANKING,AD-ICICIB,NEFT Transaction with reference number 1415440129 for Rs.28780.00 has been credited to the beneficiary account on 20-03-2018 at 01:40:49,,,,,,,,,,,,,,,,,,
BANKING,AX-ICICIB,NEFT Transaction with reference number 1445907833 for Rs.29000.00 has been credited to the beneficiary account on 05-05-2018 at 01:39:51,,,,,,,,,,,,,,,,,,
BANKING,IM-ICICIB,NEFT Transaction with reference number 889392413 for Rs.10000.00 has been credited to the beneficiary account on 28-12-2015 at 17:28:26,,,,,,,,,,,,,,,,,,
BANKING,IM-ICICIB,NEFT Transaction with reference number 889618646 for Rs.5000.00 has been credited to the beneficiary account on 29-12-2015 at 09:04:44,,,,,,,,,,,,,,,,,,
BANKING,AD-HDFCBK,"NEFT Transaction with reference number N057180481685444 for INR 10,000.00 has been credited to the beneficiary account on 26-02-2018 at 03:12:48.",,,,,,,,,,,,,,,,,,
BANKING,VKHDFCBK9,NEFT Transaction with reference number N061170253901741 for INR 600.00 has been credited to the beneficiary account on 03-03-2017 at 08:13:01.,,,,,,,,,,,,,,,,,,
BANKING,VMHDFCBK9,NEFT Transaction with reference number N063170254627640 for INR 600.00 has been credited to the beneficiary account on 04-03-2017 at 09:03:02.,,,,,,,,,,,,,,,,,,
BANKING,VMHDFCBK6,"NEFT Transaction with reference number N063170255005575 for INR 8,000.00 has been credited to the beneficiary account on 04-03-2017 at 17:12:29.",,,,,,,,,,,,,,,,,,
BANKING,ADHDFCBK,"NEFT Transaction with reference number N101180517853116 for INR 22,100.00 has been credited to the beneficiary account on 11-04-2018 at 15:43:49.",,,,,,,,,,,,,,,,,,
BANKING,ADHDFCBK,"NEFT Transaction with reference number N106180520662758 for INR 65,480.00 has been credited to the beneficiary account on 16-04-2018 at 15:52:06.",,,,,,,,,,,,,,,,,,
BANKING,BW-HDFCBK,"NEFT Transaction with reference number N310160203532142 for INR 13,000.00 has been credited to the beneficiary account on 05-11-2016 at 09:48:30.",,,,,,,,,,,,,,,,,,
BANKING,VKHDFCBK8,"NEFT Transaction with reference number N366160226091877 for INR 4,666.00 has been credited to the beneficiary account on 31-12-2016 at 07:10:17.",,,,,,,,,,,,,,,,,,
OTHER,AM014959,No more loading of Wallets. Use LazyPay to Buy now and Pay later. Click here for exciting offers https://goo.gl/v9PRKq,,,,,,,,,,,,,,,,,,
OTHER,AM-HDFCBK,"Nov was the last we heard from you.Give a missed call on 18002703333 to check HDFC Bank A/c balance. Bank without internet,download LITE App:onelink.to/liteapp",,,,,,,,,,,,,,,,,,
REMINDER,AD-VPAYTM,"One97 Communications Ltd will be transferring the Wallet business to Paytm Payments Bank Ltd on 23 May, 2017. If you wish not to continue with your Wallet with Paytm Payments Bank, you can opt out before 23 May, 2017 by sending an email to help@paytm.com",,,,,,,,,,,,,,,,,,
REMINDER,AM-Vpaytm,"One97 Communications Ltd will be transferring the Wallet business to Paytm Payments Bank Ltd on 23 May, 2017. If you wish not to continue with your Wallet with Paytm Payments Bank, you can opt out before 23 May, 2017 by sending an email to help@paytm.com",,,,,,,,,,,,,,,,,,
REMINDER,DMvPaytm,"One97 Communications Ltd will be transferring the Wallet business to Paytm Payments Bank Ltd on 23 May, 2017. If you wish not to continue with your Wallet with Paytm Payments Bank, you can opt out before 23 May, 2017 by sending an email to help@paytm.com",,,,,,,,,,,,,,,,,,
OTHER,DM-CENTPB,Only for today! Earn 10X BONUS PAYBACK Points on spends of Rs 5000 or more at your nearest CENTRAL in Bangalore + Additional 10% OFF on ICICI Bank Cards. TnC,,,,,,,,,,,,,,,,,,
OTHER,AX-HDFCSL,"Pay premium of INR 50000 for Policy No. 13694903 by 28/05/2018. To pay online, click http://goo.gl/beCgIl. T&C apply-HDFC Life",,,,,,,,,,,,,,,,,,
OTHER,VMSBRWDZ,"Pay using your State Bank Debit Card ending 9279 by 5 Feb and earn 100 BONUS POINTS! To avail offer, click mym.ax/Ag3vF .Points will be posted by 28FEB. T&C",,,,,,,,,,,,,,,,,,
OTHER,AD-AXISBK,Pay with Internet Banking while shopping! Now no need to remember customer ID & password. Simply login with your Axis Bank Debit Card & PIN to authorize. T&C.,,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,Payment received for an amount of Rs. 10000.00 for Credit card No. ************4238 on 28/12/17. Your available credit limit is now Rs. 795244.00. Track your credit card spends on Citi Mobile App. Click http://citi.asia/1T7sR3P to download.,,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,Payment received for an amount of Rs. 120000.00 for Credit card No. ************6617 on 04/05/17. Your available credit limit is now Rs. 40518.00. Track your credit card spends on Citi Mobile App. Click http://citi.asia/1T7sR3P to download.,,,,,,,,,,,,,,,,,,
BANKING,TM-CITIBK,Payment received for an amount of Rs. 22044.00 for Credit card No. ************4238 on 22/02/18. Your available credit limit is now Rs. 628370.00. Track your credit card spends on Citi Mobile App. Click http://citi.asia/1T7sR3P to download.,,,,,,,,,,,,,,,,,,
BANKING,TM-CITIBK,Payment received for an amount of Rs. 290801.00 for Credit card No. ************4238 on 31/03/18. Your available credit limit is now Rs. 818029.00. Track your credit card spends on Citi Mobile App. Click http://citi.asia/1T7sR3P to download.,,,,,,,,,,,,,,,,,,
BANKING,AM-Citibk,Payment received for an amount of Rs. 47243.00 for Credit card No. ************4238 on 30/11/17. Your available credit limit is now Rs. 826825.00. Track your credit card spends on Citi Mobile App. Click http://citi.asia/1T7sR3P to download.,,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,Payment received for an amount of Rs. 56501.00 for Credit card No. ************6617 on 05/06/17. Your available credit limit is now Rs. 860274.00. Track your credit card spends on Citi Mobile App. Click http://citi.asia/1T7sR3P to download.,,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,Payment received for an amount of Rs. 57130.00 for Credit card No. ************6617 on 03/07/17. Your available credit limit is now Rs. 843799.00. Track your credit card spends on Citi Mobile App. Click http://citi.asia/1T7sR3P to download.,,,,,,,,,,,,,,,,,,
BANKING,VMCITIBK,Payment received for an amount of Rs. 8000.00 for Credit card No. ************2865 on 21/01/17. Your available credit limit is now Rs. 39843.00. Track your credit card spends on Citi Mobile App. Click http://citi.asia/1T7sR3P to download.,,,,,,,,,,,,,,,,,,
BANKING,TM-CITIBK,Payment received for an amount of Rs. 84777.00 for Credit card No. ************4238 on 23/01/18. Your available credit limit is now Rs. 859948.00. Track your credit card spends on Citi Mobile App. Click http://citi.asia/1T7sR3P to download.,,,,,,,,,,,,,,,,,,
BANKING,AM-CITIBK,"Payment received for an amount of Rs.100,000.00 for your credit card no. 4386XXXXXXXX6617 on 14-NOV-17. Thank you! Your available credit limit is Rs. 332,269.65. Also view this on your mobile at http://m.citibank.co.in",,,,,,,,,,,,,,,,,,
BANKING,TM-CITIBK,"Payment received for an amount of Rs.100,000.00 through NEFT for your credit card no. 4386XXXXXXXX4759 on 05-MAR-18. Thank you! Your available credit limit is Rs. 892,226.04. Also view this on your mobile at http://m.citibank.co.in",,,,,,,,,,,,,,,,,,
BANKING,TM-CITIBK,"Payment received for an amount of Rs.13,745.00 for your credit card no. 4386XXXXXXXX6617 on 31-MAR-18. Thank you! Your available credit limit is Rs. 839,712.62. Also view this on your mobile at http://m.citibank.co.in",,,,,,,,,,,,,,,,,,
BANKING,AM-CITIBK,"Payment received for an amount of Rs.186,000.00 for your credit card no. 4386XXXXXXXX6617 on 14-NOV-17. Thank you! Your available credit limit is Rs. 518,269.65. Also view this on your mobile at http://m.citibank.co.in",,,,,,,,,,,,,,,,,,
BANKING,TM-CITIBK,"Payment received for an amount of Rs.200,000.00 through NEFT for your credit card no. 4386XXXXXXXX4759 on 31-MAR-18. Thank you! Your available credit limit is Rs. 826,117.62. Also view this on your mobile at http://m.citibank.co.in",,,,,,,,,,,,,,,,,,
BANKING,TM-CITIBK,"Payment received for an amount of Rs.300,000.00 through NEFT for your credit card no. 4386XXXXXXXX4759 on 20-FEB-18. Thank you! Your available credit limit is Rs. 358,365.56. Also view this on your mobile at http://m.citibank.co.in",,,,,,,,,,,,,,,,,,
BANKING,TM-CITIBK,"Payment received for an amount of Rs.350,000.00 through NEFT for your credit card no. 4386XXXXXXXX4759 on 28-FEB-18. Thank you! Your available credit limit is Rs. 704,780.78. Also view this on your mobile at http://m.citibank.co.in",,,,,,,,,,,,,,,,,,
BANKING,TM-CITIBK,"Payment received for an amount of Rs.400,000.00 through NEFT for your credit card no. 4386XXXXXXXX4759 on 27-MAR-18. Thank you! Your available credit limit is Rs. 626,521.62. Also view this on your mobile at http://m.citibank.co.in",,,,,,,,,,,,,,,,,,
BANKING,AM-CITIBK,"Payment received for an amount of Rs.400,000.00 through NEFT for your credit card no. 4386XXXXXXXX6617 on 19-MAY-17. Thank you!",,,,,,,,,,,,,,,,,,
BANKING,TM-CITIBK,"Payment received for an amount of Rs.450,000.00 through NEFT for your credit card no. 4386XXXXXXXX6617 on 29-JAN-18. Thank you! Your available credit limit is Rs. 548,618.90. Also view this on your mobile at http://m.citibank.co.in",,,,,,,,,,,,,,,,,,
BANKING,AM-CITIBK,"Payment received for an amount of Rs.5,700.00 through NEFT for your credit card no. 4386XXXXXXXX6617 on 02-JUN-17. Thank you!",,,,,,,,,,,,,,,,,,
BANKING,AM-CITIBK,"Payment received for an amount of Rs.89,400.00 for your credit card no. 4386XXXXXXXX6617 on 01-DEC-17. Thank you! Your available credit limit is Rs. 106,590.15. Also view this on your mobile at http://m.citibank.co.in",,,,,,,,,,,,,,,,,,
BANKING,AD-CBSSBI,"PFMS generated payment/DBT of Rs. 30,000.00 credited to your XXXXX931757 on 05/12/16.Download Buddy@ http://goo.gl/qUlXqL",,,,,,,,,,,,,,,,,,
BANKING,AM-PHSTPA,PHS Claim No. 3769920 - Additional claim requirement have been called for claim of PHS ID: 16218160D Download letter https://goo.gl/VmRWWZ,,,,,,,,,,,,,,,,,,
BANKING,AD-SBIBNK,Please link your Aadhaar Number with your bank account. It is easy and beneficial for you. Please contact the nearest branch with Aadhaar Details.,,,,,,,,,,,,,,,,,,
BANKING,VKSBIPBU,Please maintain Monthly Average Balance of Rs.1000 in your SB A/C. Charges of Rs.20/30/50/- +ST are applicable for shortfall of <=50%/>50-75%/>75% respectively,,,,,,,,,,,,,,,,,,
BANKING,ADcelioF,Points worth Rs. 500 have been added to your Celio loyalty account. Your current points balance is worth Rs. 523. Redeem points at Celio store till 1-Apr. T&C,,,,,,,,,,,,,,,,,,
BANKING,DZ-ANDBNK,POS tran of Rs. 100 is done on Card XX1144 on 02-04-2017. A/c Balance is Rs. 566.2 .,,,,,,,,,,,,,,,,,,
BANKING,DM-ANDBNK3,POS tran of Rs. 100 is done on Card XX1144 on 15-02-2017. A/c Balance is Rs. 906.2 .,,,,,,,,,,,,,,,,,,
BANKING,DM-ANDBNK,POS tran of Rs. 105 is done on Card XX1144 on 13-03-2017. A/c Balance is Rs. 845.2 .,,,,,,,,,,,,,,,,,,
BANKING,DM-ANDBNK0,POS tran of Rs. 107 is done on Card XX1144 on 19-02-2017. A/c Balance is Rs. 1299.2 .,,,,,,,,,,,,,,,,,,
BANKING,DM-ANDBNK4,POS tran of Rs. 200 is done on Card XX1144 on 11-02-2017. A/c Balance is Rs. 2706.2 .,,,,,,,,,,,,,,,,,,
BANKING,DM-ANDBNK,POS tran of Rs. 240 is done on Card XX1144 on 23-02-2017. A/c Balance is Rs. 999.2 .,,,,,,,,,,,,,,,,,,
BANKING,DZ-ANDBNK,POS tran of Rs. 460 is done on Card XX1144 on 22-02-2017. A/c Balance is Rs. 1239.2 .,,,,,,,,,,,,,,,,,,
BANKING,DZ-ANDBNK,POS tran of Rs. 479 is done on Card XX1144 on 18-03-2017. A/c Balance is Rs. 366.2 .,,,,,,,,,,,,,,,,,,
BANKING,DZ-ANDBNK,POS tran of Rs. 547 is done on Card XX1144 on 10-03-2017. A/c Balance is Rs. 967.2 .,,,,,,,,,,,,,,,,,,
BANKING,DZ-ANDBNK0,POS tran of Rs. 572 is done on Card XX1144 on 09-02-2017. A/c Balance is Rs. 2906.2 .,,,,,,,,,,,,,,,,,,
BANKING,AD-ICICIB,"Re-Dispatched: Dear Customer, Cheque Book for your Account XX0772 has been resent by Quadpro Courier, AWB RED09032018-38 to Bangalore-Marathalli Branch on 09-MAR-18. Track status at http://bit.ly/2prKKli or login to iMobile>Services>Check Status.",,,,,,,,,,,,,,,,,,
BANKING,AX-ICICIB,"Re-Dispatched: Dear Customer, Cheque Book for your Account XX0772 has been resent by Speed Post, Ref. No. EK491257061IN on 01-MAR-18. Track status at http://bit.ly/2prKKli or login to iMobile>Services>Check Status.",,,,,,,,,,,,,,,,,,
BANKING,VMCITIBK,"Reminder: Payment for card************2865 is due on 08-FEB-17. Total=Rs.7599.25,Minimum=Rs.7599.25.Pay early to avoid charges.Please ignore if paid.",,,,,,,,,,,,,,,,,,
BANKING,VMCITIBK,"Reminder: Payment for card************2865 is due on 15-NOV-16. Total=Rs.10948.21,Minimum=Rs.9685.94.Pay early to avoid charges.Please ignore if paid.",,,,,,,,,,,,,,,,,,
BANKING,TM-CITIBK,"Reminder: Payment for card************4238 is due on 03-APR-18. Total=Rs.290800.47,Minimum=Rs.14540.02.Pay early to avoid charges.Please ignore if paid.",,,,,,,,,,,,,,,,,,
BANKING,AM-CITIBK,"Reminder: Payment for card************4238 is due on 29-MAY-17. Total=Rs.45223.30,Minimum=Rs.2261.17.Pay early to avoid charges.Please ignore if paid. Now pay credit card bills from the comfort of your home. Pay using NEFT from any bank account in 3 simple steps. Know more at http://citi.asia/INSMSNEFT",,,,,,,,,,,,,,,,,,
BANKING,AM-Citibk,"Reminder: Payment for card************6617 is due on 02-DEC-17. Total=Rs.428709.47,Minimum=Rs.50811.27.Pay early to avoid charges.Please ignore if paid.",,,,,,,,,,,,,,,,,,
BANKING,VMHDFCBK,Reminder! Your bill of Vodafone Andhra Pradesh - 9703940432 for Rs 0.00 is due by 02-May-2017. Log on to NetBanking/MobileBanking > BillPay & Recharge to initiate payment to this bill. Please ignore if already paid. You may also set SI / Auto Pay for the upcoming bills.,,,,,,,,,,,,,,,,,,
BANKING,VM-CITIBK,"Rs 1,108.12 was spent on your Credit Card 4386XXXXXXXX6617 on 02-MAY-17 at www.airtel.in.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"Rs 1,159.32 was spent on your Credit Card 4386XXXXXXXX6617 on 02-MAY-17 at www.airtel.in.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"Rs 1,218.00 was spent on your Credit Card 4386XXXXXXXX4238 on 19-AUG-17 at ANAND SWEETS.",,,,,,,,,,,,,,,,,,
BANKING,VM-CITIBK,"Rs 1,299.00 was spent on your Credit Card 4386XXXXXXXX4238 on 20-AUG-17 at RELIANCE FOOTPRINT.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"Rs 1,350.00 was spent on your Credit Card 4386XXXXXXXX6617 on 16-JUN-17 at PayTm Mobile Solutio.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"Rs 1,350.00 was spent on your Credit Card 4386XXXXXXXX6617 on 18-AUG-17 at ONE97 COMMUNICATIONS.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"Rs 1,399.00 was spent on your Credit Card 4386XXXXXXXX6617 on 11-JUN-17 at HNPS ASSOCIATES.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"Rs 1,461.46 was spent on your Credit Card 4386XXXXXXXX6617 on 25-MAY-17 at WWW APARTMENTADDA CO.",,,,,,,,,,,,,,,,,,
BANKING,VM-CITIBK,"Rs 1,500.00 was spent on your Credit Card 4386XXXXXXXX4238 on 17-JUN-17 at TIMEZONE,.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"Rs 1,500.00 was spent on your Credit Card 4386XXXXXXXX6617 on 18-MAY-17 at HI-TECH AUTO SERVICE.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"Rs 1,550.00 was spent on your Credit Card 4386XXXXXXXX6617 on 05-JUN-17 at APOLLO CLINIC. Now use Snapshot on Citi Mobile to view your available credit limit even without logging in! Click http://citi.asia/1T7sR3P to download Citi Mobile",,,,,,,,,,,,,,,,,,
BANKING,DM-CITIBK,"Rs 1,673.00 was spent on your Credit Card 4386XXXXXXXX4238 on 28-JUL-17 at AMAZON.IN.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"Rs 1,709.00 was spent on your Credit Card 4386XXXXXXXX6617 on 25-MAY-17 at AMAZON.IN.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"Rs 1,871.00 was spent on your Credit Card 4386XXXXXXXX6617 on 04-JUL-17 at SFI.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"Rs 1,948.00 was spent on your Credit Card 4386XXXXXXXX4238 on 08-AUG-17 at LIFE STYLE INTL PVT.",,,,,,,,,,,,,,,,,,
BANKING,DM-CITIBK,"Rs 1,999.00 was spent on your Credit Card 4386XXXXXXXX6617 on 02-MAY-17 at WWW OLACABS COM.",,,,,,,,,,,,,,,,,,
BANKING,DM-CITIBK8,"Rs 1,999.00 was spent on your Credit Card 4386XXXXXXXX6617 on 02-MAY-17 at WWW OLACABS COM.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"Rs 1,999.00 was spent on your Credit Card 4386XXXXXXXX6617 on 04-JUL-17 at WWW OLACABS COM.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"Rs 1,999.00 was spent on your Credit Card 4386XXXXXXXX6617 on 04-JUN-17 at WWW OLACABS COM.",,,,,,,,,,,,,,,,,,
BANKING,VM-CITIBK,"Rs 1,999.00 was spent on your Credit Card 4386XXXXXXXX6617 on 04-MAY-17 at WWW OLACABS COM. Now use Snapshot on Citi Mobile to view your available credit limit even without logging in! Click http://citi.asia/1T7sR3P to download Citi Mobile",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"Rs 1,999.00 was spent on your Credit Card 4386XXXXXXXX6617 on 05-AUG-17 at WWW OLACABS COM.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"Rs 1,999.00 was spent on your Credit Card 4386XXXXXXXX6617 on 06-JUL-17 at WWW OLACABS COM.",,,,,,,,,,,,,,,,,,
BANKING,DM-CITIBK,"Rs 1,999.00 was spent on your Credit Card 4386XXXXXXXX6617 on 12-MAY-17 at WWW OLACABS COM.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"Rs 1,999.00 was spent on your Credit Card 4386XXXXXXXX6617 on 13-JUL-17 at OLACABS.COM.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"Rs 1,999.00 was spent on your Credit Card 4386XXXXXXXX6617 on 16-JUN-17 at WWW OLACABS COM.",,,,,,,,,,,,,,,,,,
BANKING,DM-CITIBK,"Rs 1,999.00 was spent on your Credit Card 4386XXXXXXXX6617 on 16-MAY-17 at WWW OLACABS COM.",,,,,,,,,,,,,,,,,,
BANKING,VM-CITIBK,"Rs 1,999.00 was spent on your Credit Card 4386XXXXXXXX6617 on 17-JUN-17 at WWW OLACABS COM.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"Rs 1,999.00 was spent on your Credit Card 4386XXXXXXXX6617 on 20-AUG-17 at WWW OLACABS COM.",,,,,,,,,,,,,,,,,,
BANKING,DM-CITIBK,"Rs 1,999.00 was spent on your Credit Card 4386XXXXXXXX6617 on 22-JUL-17 at WWW OLACABS COM.",,,,,,,,,,,,,,,,,,
BANKING,DM-CITIBK,"Rs 1,999.00 was spent on your Credit Card 4386XXXXXXXX6617 on 25-JUL-17 at WWW OLACABS COM.",,,,,,,,,,,,,,,,,,
BANKING,VK-CITIBK,"Rs 1,999.00 was spent on your Credit Card 4386XXXXXXXX6617 on 27-JUN-17 at WWW OLACABS COM.",,,,,,,,,,,,,,,,,,
BANKING,DM-CITIBK,"Rs 1,999.00 was spent on your Credit Card 4386XXXXXXXX6617 on 28-JUN-17 at WWW OLACABS COM.",,,,,,,,,,,,,,,,,,
